Section,h,b,tw,tf,r,hi,d,A,AL,Iy,Wel_y,Wpl_y,iy,Avz,Iz,Wel_z,Wpl_z,iz,Ss,It,Iw,Flexure_Class_S355,Flexure_Class_S460,Flexure_Class_S355,Flexure_Class_S460
UB 457 x 279 x 213,495.0,285.0,18.5,33.5,20.0,428.0,388.0,273.5636,2.059,115440.0,4664.0,5325.0,20.5,102.2,12950.0,909.0,1401.0,6.8,10.8,843.0,6881.0,1.0,1,1.0,1
UB 457 x 279 x 193,489.0,283.0,17.0,30.5,20.0,428.0,388.0,248.8236,2.042,103470.0,4232.0,4808.0,20.3,93.57,11540.0,815.9,1256.0,6.8,10.1,641.1,6055.0,1.0,1,1.0,1
UB 457 x 279 x 177,482.0,286.0,16.6,26.9,20.0,428.0,388.0,228.38279999999997,2.04,92130.0,3823.0,4334.0,20.0,89.74,10510.0,735.0,1134.0,6.7,9.3,472.6,5430.0,1.0,1,1.0,1
UB 457 x 279 x 158,476.0,284.0,15.0,23.9,20.0,428.0,388.0,203.41559999999998,2.024,80750.0,3393.0,3828.0,19.9,80.8,9141.0,643.7,992.0,6.7,8.6,337.2,4662.0,1.0,1,1.0,2
UB 457 x 279 x 144,472.0,283.0,13.6,22.1,20.0,428.0,388.0,186.7004,2.014,73720.0,3124.0,3507.0,19.8,73.46,8362.0,590.9,908.6,6.6,8.1,265.6,4224.0,1.0,1,2.0,3
UB 457 x 279 x 128,467.0,282.0,12.2,19.6,20.0,428.0,388.0,166.16920000000002,2.003,64810.0,2776.0,3102.0,19.7,65.85,7336.0,520.3,798.8,6.6,7.4,189.1,3665.0,1.0,1,3.0,4
UB 457 x 279 x 113,463.0,280.0,10.8,17.3,20.0,428.0,388.0,146.5808,1.99,56720.0,2450.0,2726.0,19.6,58.48,6337.0,452.7,694.0,6.5,6.8,132.3,3143.0,1.0,2,4.0,4
UB 457 x 191 x 161,492.0,199.4,18.0,32.0,10.0,428.0,408.0,205.5144073464102,1.728,79760.0,3242.0,3777.0,19.7,90.05,4250.0,426.3,671.7,4.5,9.3,514.3,2236.0,1.0,-,1.0,-
UB 457 x 191 x 133,480.6,196.7,15.3,26.3,10.0,428.0,408.0,169.8066073464102,1.7,63820.0,2656.0,3069.0,19.3,75.62,3349.0,340.5,534.6,4.4,7.9,291.9,1721.0,1.0,-,1.0,-
UB 457 x 191 x 106,469.0,194.0,12.6,20.6,10.0,428.0,408.0,134.7,1.672,48800.0,2081.0,2386.0,19.0,61.47,2514.0,259.2,405.3,4.3,6.5,145.5,1260.0,1.0,1,3.0,4
UB 457 x 191 x 98,467.2,192.8,11.4,19.6,10.0,428.0,408.0,125.3,1.666,45710.0,1956.0,2231.0,19.1,55.8,2346.0,243.4,378.8,4.3,6.2,121.0,1172.0,1.0,1,4.0,4
UB 457 x 191 x 89,463.4,191.9,10.5,17.7,10.0,428.0,408.0,113.8,1.656,40990.0,1769.0,2012.0,18.9,51.19,2089.0,217.7,338.3,4.2,5.7,90.52,1035.0,1.0,1,4.0,4
UB 457 x 191 x 82,460.0,191.3,9.9,16.0,10.0,428.0,408.0,104.5,1.648,37030.0,1610.0,1830.0,18.8,48.01,1870.0,195.5,303.8,4.2,5.3,69.06,920.0,1.0,1,4.0,4
UB 457 x 191 x 74,457.0,190.4,9.0,14.5,10.0,428.0,408.0,94.6,1.64,33300.0,1457.0,1651.0,18.7,43.58,1671.0,175.5,272.0,4.2,4.9,51.67,816.5,1.0,1,4.0,4
UB 457 x 191 x 67,453.4,189.9,8.5,12.7,10.0,428.0,408.0,85.5,1.632,29360.0,1295.0,1470.0,18.5,40.85,1452.0,152.9,237.2,4.1,4.5,37.03,703.8,1.0,1,4.0,4
UB 457 x 152 x 82,465.8,155.3,10.5,18.9,10.0,428.0,408.0,104.5,1.515,36570.0,1570.0,1810.0,18.7,51.56,1184.0,152.5,240.3,3.3,6.0,89.04,589.0,1.0,1,4.0,4
UB 457 x 152 x 74,462.0,154.4,9.6,17.0,10.0,428.0,408.0,94.5,1.505,32650.0,1413.0,1625.0,18.5,46.97,1046.0,135.5,213.0,3.3,5.5,65.77,516.2,1.0,1,4.0,4
UB 457 x 152 x 67,458.0,153.8,9.0,15.0,10.0,428.0,408.0,85.6,1.496,28910.0,1262.0,1452.0,18.3,43.72,912.5,118.6,186.6,3.2,5.0,47.54,446.2,1.0,1,4.0,4
UB 457 x 152 x 60,454.6,152.9,8.1,13.3,10.0,428.0,408.0,76.2,1.487,25480.0,1121.0,1286.0,18.2,39.26,794.6,103.9,163.0,3.2,4.6,33.73,385.7,1.0,1,4.0,4
UB 457 x 152 x 52,449.8,152.4,7.6,10.9,10.0,428.0,408.0,66.6,1.477,21350.0,949.4,1095.0,17.9,36.39,644.9,84.63,133.2,3.1,4.1,21.29,309.6,1.0,2,4.0,4
UB 406 x 178 x 85,417.0,181.0,10.9,18.2,10.0,380.8,360.8,108.2,1.519,31520.0,1512.0,1724.0,17.0,47.96,1803.0,199.2,310.0,4.0,5.9,92.42,715.1,1.0,1,3.0,4
UB 406 x 178 x 74,412.8,179.5,9.5,16.0,10.0,380.8,360.8,94.5,1.507,27290.0,1322.0,1500.0,16.9,41.75,1545.0,172.1,266.9,4.0,5.3,62.61,607.0,1.0,1,4.0,4
UB 406 x 178 x 67,409.4,178.8,8.8,14.3,10.0,380.8,360.8,85.5,1.499,24310.0,1188.0,1345.0,16.8,38.48,1364.0,152.6,236.5,3.9,4.9,45.98,531.6,1.0,1,4.0,4
UB 406 x 178 x 60,406.4,177.9,7.9,12.8,10.0,380.8,360.8,76.5,1.491,21580.0,1062.0,1198.0,16.7,34.51,1203.0,135.2,209.0,3.9,4.5,33.21,465.1,1.0,1,4.0,4
UB 406 x 178 x 54,402.6,177.7,7.7,10.9,10.0,380.8,360.8,69.0,1.483,18710.0,929.4,1053.0,16.4,33.19,1021.0,114.9,178.2,3.8,4.1,23.04,391.0,1.0,2,4.0,4
UB 406 x 140 x 53,406.6,143.3,7.9,12.9,10.0,380.8,360.8,68.0,1.353,18270.0,898.7,1030.0,16.4,34.54,634.5,88.56,138.9,3.0,4.5,28.85,245.1,1.0,1,4.0,4
UB 406 x 140 x 46,403.2,142.2,6.8,11.2,10.0,380.8,360.8,58.6,1.344,15670.0,777.4,886.9,16.3,29.75,538.0,75.67,118.1,3.0,4.0,18.94,206.1,1.0,2,4.0,4
UB 406 x 140 x 39,398.0,141.8,6.4,8.6,10.0,380.8,360.8,49.7,1.333,12490.0,627.9,723.0,15.8,27.5,409.7,57.79,90.82,2.8,3.5,10.64,154.9,1.0,2,4.0,4
UB 356 x 171 x 67,363.4,173.2,9.1,15.7,10.0,332.0,312.0,85.5,1.384,19450.0,1070.0,1210.0,15.0,35.63,1362.0,157.2,242.9,3.9,5.2,55.53,410.9,1.0,1,4.0,4
UB 356 x 171 x 57,358.0,172.2,8.1,13.0,10.0,332.0,312.0,72.6,1.371,16020.0,895.4,1009.0,14.8,31.4,1108.0,128.7,198.7,3.9,4.5,33.27,329.2,1.0,1,4.0,4
UB 356 x 171 x 51,355.0,171.5,7.4,11.5,10.0,332.0,312.0,64.9,1.364,14120.0,795.8,895.4,14.7,28.57,968.2,112.9,174.1,3.8,4.2,23.72,285.1,1.0,1,4.0,4
UB 356 x 171 x 45,351.4,171.1,7.0,9.7,10.0,332.0,312.0,57.3,1.356,12050.0,686.2,774.0,14.5,26.71,811.0,94.8,146.5,3.7,3.8,15.77,236.3,2.0,3,4.0,4
UB 356 x 127 x 39,353.4,126.0,6.6,10.7,10.0,332.0,312.0,49.8,1.18,10160.0,575.1,657.9,14.2,25.61,357.8,56.79,89.02,2.6,3.9,15.02,104.7,1.0,1,4.0,4
UB 356 x 127 x 33,349.0,125.4,6.0,8.5,10.0,332.0,312.0,42.1,1.17,8240.0,472.2,542.3,13.9,22.98,280.2,44.69,70.26,2.5,3.4,8.736,80.97,1.0,2,4.0,4
UB 305 x 165 x 54,310.4,166.9,7.9,13.7,9.0,283.0,265.0,68.8,1.257,11690.0,753.7,846.2,13.0,26.6,1062.0,127.3,195.6,3.9,4.5,34.83,233.6,1.0,1,3.0,4
UB 305 x 165 x 46,306.6,165.7,6.7,11.8,9.0,283.0,265.0,58.7,1.247,9901.0,645.8,720.2,12.9,22.57,895.6,108.1,165.5,3.9,4.0,22.23,194.3,1.0,1,4.0,4
UB 305 x 165 x 40,303.4,165.0,6.0,10.2,9.0,283.0,265.0,51.3,1.239,8505.0,560.6,623.2,12.8,20.12,764.3,92.65,141.7,3.8,3.6,14.76,164.1,1.0,2,4.0,4
UB 305 x 127 x 48,311.0,125.3,9.0,14.0,9.0,283.0,265.0,61.2,1.09,9577.0,615.9,710.8,12.5,29.94,461.0,73.59,116.0,2.7,4.7,31.82,101.2,1.0,1,2.0,3
UB 305 x 127 x 42,307.2,124.3,8.0,12.1,9.0,283.0,265.0,53.4,1.08,8198.0,533.7,613.7,12.3,26.48,388.7,62.55,98.42,2.6,4.2,21.17,84.31,1.0,1,3.0,4
UB 305 x 127 x 37,304.4,123.4,7.1,10.7,9.0,283.0,265.0,47.2,1.073,7173.0,471.3,539.6,12.3,23.47,336.1,54.48,85.42,2.6,3.9,14.79,72.26,1.0,1,4.0,4
UB 305 x 102 x 33,312.7,102.4,6.6,10.8,8.0,291.1,275.1,41.8,1.008,6512.0,416.5,481.5,12.4,22.2,194.1,37.91,60.07,2.1,3.7,12.3,44.03,1.0,1,4.0,4
UB 305 x 102 x 28,308.7,101.8,6.0,8.8,8.0,291.1,275.1,35.9,0.999,5376.0,348.3,403.6,12.2,19.95,155.3,30.52,48.48,2.0,3.2,7.478,34.79,1.0,1,4.0,4
UB 305 x 102 x 25,305.1,101.6,5.8,7.0,8.0,291.1,275.1,31.6,0.991,4466.0,292.7,342.7,11.8,18.95,122.9,24.2,38.83,1.9,2.9,4.833,27.18,1.0,1,4.0,4
UB 254 x 146 x 43,259.6,147.3,7.2,12.7,8.0,234.2,218.2,54.8,1.08,6550.0,504.6,566.9,10.9,20.35,677.3,91.97,141.1,3.5,4.1,24.02,103.0,1.0,1,2.0,4
UB 254 x 146 x 37,256.0,146.4,6.3,10.9,8.0,234.2,218.2,47.2,1.071,5543.0,433.1,483.8,10.8,17.73,570.6,77.95,119.4,3.4,3.7,15.43,85.61,1.0,1,4.0,4
UB 254 x 146 x 31,251.4,146.1,6.0,8.6,8.0,234.2,218.2,39.7,1.061,4420.0,351.6,393.6,10.5,16.49,447.5,61.26,94.15,3.3,3.2,8.629,65.87,1.0,3,4.0,4
UB 254 x 102 x 28,260.4,102.2,6.3,10.0,8.0,240.4,224.4,36.1,0.903,4012.0,308.1,353.4,10.5,17.92,178.5,34.94,54.88,2.2,3.5,9.665,27.88,1.0,1,4.0,4
UB 254 x 102 x 25,257.2,101.9,6.0,8.4,8.0,240.4,224.4,32.0,0.896,3421.0,266.0,306.1,10.3,16.82,148.7,29.18,46.03,2.1,3.2,6.495,22.92,1.0,1,4.0,4
UB 254 x 102 x 22,254.0,101.6,5.7,6.8,8.0,240.4,224.4,28.0,0.889,2848.0,224.2,259.6,10.0,15.72,119.3,23.49,37.3,2.0,2.8,4.203,18.15,1.0,1,4.0,4
UB 203 x 133 x 30,206.8,133.9,6.4,9.6,8.0,187.6,171.6,38.2,0.923,2900.0,280.4,314.8,8.7,14.7,384.6,57.45,88.25,3.1,3.4,10.39,37.34,1.0,1,1.0,2
UB 203 x 133 x 25,203.2,133.2,5.7,7.8,8.0,187.6,171.6,32.0,0.914,2344.0,230.7,258.2,8.5,12.93,307.6,46.19,70.97,3.0,3.0,6.032,29.32,1.0,2,2.0,4
UB 203 x 102 x 23,203.2,101.8,5.4,9.3,8.0,184.6,168.6,29.4,0.789,2109.0,207.5,234.5,8.4,12.5,163.8,32.19,49.78,2.3,3.3,7.099,15.36,1.0,1,3.0,4
UB 178 x 102 x 19,177.8,101.2,4.8,7.9,8.0,162.0,146.0,24.3,0.737,1359.0,152.8,171.6,7.4,9.968,136.7,27.02,41.61,2.3,2.9,4.471,9.847,1.0,1,2.0,4
UB 152 x 89 x 16,152.4,88.7,4.5,7.7,8.0,137.0,121.0,20.3,0.637,836.5,109.7,123.6,6.4,8.292,89.76,20.24,31.2,2.0,2.9,3.619,4.687,1.0,1,2.0,2
UB 127 x 76 x 13,127.0,76.0,4.0,7.6,8.0,111.8,95.8,16.5,0.536,474.9,74.79,84.43,5.3,6.541,55.75,14.67,22.6,1.8,2.8,2.906,1.981,1.0,1,1.0,2
UC,,,,,,,,,,,,,,,,,,,,,,,,,
UC 356 x 406 x 1299,600.0,476.0,100.0,140.0,20.0,320.0,280.0,1654.7,2.87,754950.0,25160.0,33260.0,21.3,519.4,254410.0,10680.0,16670.0,12.3,40.3,95520.0,133120.0,1.0,1,1.0,1
UC 356 x 406 x 1202,580.0,471.0,95.0,130.0,20.0,320.0,280.0,1530.5,2.82,663970.0,22890.0,30030.0,20.8,482.9,228760.0,9714.0,15150.0,12.2,37.8,77190.0,114600.0,1.0,1,1.0,1
UC 356 x 406 x 1086,569.0,454.0,78.0,125.0,20.0,320.0,280.0,1385.8,2.764,596070.0,20950.0,27230.0,20.7,399.7,196270.0,8646.0,13380.0,11.8,35.1,61220.0,96070.0,1.0,1,1.0,1
UC 356 x 406 x 990,550.0,448.0,71.9,115.0,20.0,320.0,280.0,1262.4,2.714,519260.0,18880.0,24300.0,20.2,362.1,173380.0,7740.0,11960.0,11.7,32.5,47490.0,81520.0,1.0,1,1.0,1
UC 356 x 406 x 900,531.0,442.0,65.9,106.0,20.0,320.0,280.0,1149.2,2.664,450550.0,16970.0,21640.0,19.7,325.9,153360.0,6939.0,10710.0,11.5,30.1,36880.0,68880.0,1.0,1,1.0,1
UC 356 x 406 x 818,514.0,437.0,60.5,97.0,20.0,320.0,280.0,1043.3,2.621,392540.0,15270.0,19270.0,19.3,294.5,135540.0,6203.0,9566.0,11.3,27.7,28210.0,58650.0,1.0,1,1.0,1
UC 356 x 406 x 744,498.0,432.0,55.6,88.9,20.0,320.0,280.0,948.1,2.578,342470.0,13750.0,17180.0,18.9,266.4,119940.0,5553.0,8553.0,11.2,25.6,21660.0,49980.0,1.0,1,1.0,1
UC 356 x 406 x 677,483.0,428.0,51.2,81.5,20.0,320.0,280.0,863.4,2.541,299820.0,12410.0,15360.0,18.6,241.6,106880.0,4994.0,7684.0,11.1,23.7,16680.0,42910.0,1.0,1,1.0,1
UC 356 x 406 x 634,474.6,424.0,47.6,77.0,20.0,320.0,280.0,807.5,2.516,275190.0,11590.0,14250.0,18.4,223.4,98130.0,4629.0,7112.0,11.0,22.5,13910.0,38660.0,1.0,1,1.0,1
UC 356 x 406 x 592,465.0,421.0,45.0,72.3,20.0,320.0,280.0,754.9,2.49,250510.0,10770.0,13160.0,18.1,209.0,90180.0,4284.0,6578.0,10.9,21.3,11520.0,34660.0,1.0,1,1.0,1
UC 356 x 406 x 551,455.6,418.5,42.1,67.5,20.0,320.0,280.0,701.9,2.467,227280.0,9977.0,12090.0,17.9,193.8,82680.0,3951.0,6061.0,10.8,20.0,9381.0,31050.0,1.0,1,1.0,1
UC 356 x 406 x 509,446.0,416.0,39.1,62.7,20.0,320.0,280.0,649.0,2.443,204880.0,9187.0,11050.0,17.7,178.3,75410.0,3625.0,5556.0,10.7,18.7,7513.0,27630.0,1.0,1,1.0,1
UC 356 x 406 x 467,436.6,412.2,35.8,58.0,20.0,320.0,280.0,594.9,2.416,183340.0,8398.0,10020.0,17.5,162.1,67840.0,3291.0,5037.0,10.6,17.5,5904.0,24260.0,1.0,1,1.0,1
UC 356 x 406 x 463,435.0,412.0,35.8,57.4,20.0,320.0,280.0,589.5,2.412,180510.0,8299.0,9900.0,17.4,161.5,67040.0,3254.0,4981.0,10.6,17.4,5746.0,23840.0,1.0,1,1.0,1
UC 356 x 406 x 421,425.0,409.0,32.8,52.6,20.0,320.0,280.0,537.1,2.386,159930.0,7526.0,8903.0,17.2,146.6,60080.0,2938.0,4492.0,10.5,16.1,4416.0,20790.0,1.0,1,1.0,1
UC 356 x 406 x 393,419.0,407.0,30.6,49.2,20.0,320.0,280.0,500.6,2.37,146960.0,7014.0,8244.0,17.1,136.2,55370.0,2721.0,4156.0,10.5,15.2,3610.0,18900.0,1.0,1,1.0,1
UC 356 x 406 x 382,416.0,406.0,29.8,48.0,20.0,320.0,280.0,487.1,2.362,141670.0,6811.0,7987.0,17.0,132.2,53620.0,2641.0,4033.0,10.4,14.9,3348.0,18120.0,1.0,1,1.0,1
UC 356 x 406 x 347,407.0,404.0,27.2,43.7,20.0,320.0,280.0,442.0,2.341,125300.0,6157.0,7161.0,16.8,119.7,48090.0,2380.0,3631.0,10.4,13.8,2532.0,15840.0,1.0,1,1.0,1
UC 356 x 406 x 340,406.4,403.0,26.6,42.9,20.0,320.0,280.0,433.0,2.337,122880.0,6047.0,7021.0,16.8,117.2,46850.0,2325.0,3546.0,10.3,13.5,2390.0,15450.0,1.0,1,1.0,1
UC 356 x 406 x 314,399.0,401.0,24.9,39.6,20.0,320.0,280.0,399.2,2.318,110580.0,5543.0,6397.0,16.6,108.7,42600.0,2125.0,3239.0,10.3,12.7,1891.0,13740.0,1.0,1,1.0,1
UC 356 x 406 x 287,393.6,399.0,22.6,36.5,20.0,320.0,280.0,365.7,2.304,100220.0,5092.0,5834.0,16.5,98.73,38680.0,1938.0,2951.0,10.2,11.9,1474.0,12310.0,1.0,1,1.0,1
UC 356 x 406 x 262,387.0,398.0,21.1,33.3,20.0,320.0,280.0,334.6,2.289,89760.0,4638.0,5282.0,16.3,91.38,35020.0,1759.0,2678.0,10.2,11.1,1133.0,10940.0,1.0,1,1.0,1
UC 356 x 406 x 237,380.0,395.0,18.9,30.2,20.0,320.0,280.0,300.9,2.268,79130.0,4164.0,4708.0,16.1,81.62,31040.0,1571.0,2389.0,10.1,10.2,841.9,9489.0,1.0,1,1.0,1
UC 356 x 406 x 235,381.0,394.8,18.4,30.2,20.0,320.0,280.0,299.0,2.27,79430.0,4169.0,4708.0,16.2,80.06,30990.0,1570.0,2385.0,10.1,10.2,833.8,9528.0,1.0,1,1.0,1
UC 356 x 406 x 216,375.0,394.0,17.3,27.7,20.0,320.0,280.0,275.5,2.257,71490.0,3813.0,4285.0,16.0,74.59,28250.0,1434.0,2178.0,10.0,9.6,652.1,8514.0,1.0,1,1.0,1
UC 356 x 368 x 202,374.6,374.7,16.5,27.0,20.0,320.0,280.0,257.2,2.181,66600.0,3556.0,3994.0,16.0,71.58,23690.0,1264.0,1921.0,9.5,9.3,575.5,7150.0,1.0,1,1.0,1
UC 356 x 368 x 196,372.0,374.0,16.4,26.2,20.0,320.0,280.0,250.3,2.173,63980.0,3440.0,3860.0,15.9,70.62,22860.0,1222.0,1858.0,9.5,9.2,530.9,6828.0,1.0,1,1.0,1
UC 356 x 368 x 179,368.0,373.0,15.0,23.9,20.0,320.0,280.0,228.3,2.164,57790.0,3141.0,3505.0,15.8,64.6,20680.0,1109.0,1684.0,9.4,8.6,406.0,6119.0,1.0,2,1.0,2
UC 356 x 368 x 177,368.2,372.6,14.4,23.8,20.0,320.0,280.0,225.5,2.164,57460.0,3121.0,3477.0,15.9,62.54,20530.0,1102.0,1672.0,9.5,8.5,395.5,6084.0,1.0,2,1.0,2
UC 356 x 368 x 162,364.0,371.0,13.3,21.8,20.0,320.0,280.0,206.3,2.151,51890.0,2851.0,3162.0,15.8,57.66,18560.0,1000.0,1518.0,9.4,8.0,306.6,5431.0,1.0,3,1.0,3
UC 356 x 368 x 153,362.0,370.5,12.3,20.7,20.0,320.0,280.0,194.8,2.147,48930.0,2703.0,2987.0,15.7,53.69,17550.0,947.6,1436.0,9.4,7.7,261.4,5109.0,2.0,3,2.0,3
UC 356 x 368 x 147,360.0,370.0,12.3,19.8,20.0,320.0,280.0,187.9,2.141,46640.0,2591.0,2861.0,15.6,53.19,16720.0,904.0,1371.0,9.3,7.5,233.3,4836.0,2.0,3,2.0,3
UC 356 x 368 x 134,356.0,369.0,11.2,18.0,20.0,320.0,280.0,170.6,2.131,41860.0,2352.0,2585.0,15.5,48.48,15080.0,817.3,1238.0,9.3,7.0,177.3,4305.0,3.0,3,3.0,3
UC 356 x 368 x 129,355.6,368.6,10.4,17.5,20.0,320.0,280.0,164.3,2.13,40590.0,2282.0,2501.0,15.6,45.59,14610.0,792.9,1200.0,9.3,6.8,160.9,4174.0,3.0,3,3.0,3
UC 305 x 305 x 500,427.0,340.0,45.1,75.1,20.0,277.1,237.1,639.0,2.089,169080.0,7919.0,9895.0,16.2,192.1,49430.0,2907.0,4490.0,8.7,21.8,10280.0,15230.0,1.0,1,1.0,1
UC 305 x 305 x 454,415.0,336.0,41.3,68.7,20.0,277.1,237.1,579.7,2.057,148200.0,7142.0,8835.0,15.9,173.9,43610.0,2596.0,4004.0,8.6,20.2,7857.0,13020.0,1.0,1,1.0,1
UC 305 x 305 x 415,403.0,334.0,38.9,62.7,20.0,277.1,237.1,530.3,2.03,130180.0,6460.0,7922.0,15.6,160.8,39090.0,2340.0,3610.0,8.5,18.7,6066.0,11270.0,1.0,1,1.0,1
UC 305 x 305 x 375,391.0,330.0,35.4,57.2,20.0,277.1,237.1,478.9,1.997,113040.0,5782.0,7023.0,15.3,144.4,34370.0,2083.0,3208.0,8.4,17.3,4583.0,9543.0,1.0,1,1.0,1
UC 305 x 305 x 342,382.0,328.0,32.6,52.6,20.0,277.1,237.10000000000002,437.2,1.976,100770.0,5276.0,6353.0,15.1,131.8,31030.0,1892.0,2910.0,8.4,16.1,3570.0,8391.0,1.0,1,1.0,1
UC 305 x 305 x 313,374.0,325.0,30.0,48.3,20.0,277.1,237.10000000000002,399.1,1.954,89820.0,4803.0,5735.0,14.9,120.4,27710.0,1705.0,2619.0,8.3,15.0,2763.0,7328.0,1.0,1,1.0,1
UC 305 x 305 x 283,365.3,322.2,26.8,44.1,20.0,277.1,237.10000000000002,360.4,1.931,79120.0,4332.0,5124.0,14.7,107.1,24640.0,1529.0,2344.0,8.2,13.8,2083.0,6340.0,1.0,1,1.0,1
UC 305 x 305 x 253,356.0,319.0,24.4,39.6,20.0,277.1,237.1,323.6,1.905,68480.0,3847.0,4510.0,14.5,96.47,21460.0,1345.0,2061.0,8.1,12.7,1516.0,5362.0,1.0,1,1.0,1
UC 305 x 305 x 240,352.5,318.4,23.0,37.7,20.0,277.1,237.10000000000002,305.8,1.898,64450.0,3657.0,4266.0,14.4,90.91,20310.0,1276.0,1953.0,8.1,12.1,1306.0,5024.0,1.0,1,1.0,1
UC 305 x 305 x 226,348.0,317.0,22.1,35.6,20.0,277.1,237.10000000000002,290.3,1.885,59820.0,3438.0,3994.0,14.3,86.71,18930.0,1194.0,1827.0,8.0,11.6,1108.0,4611.0,1.0,1,1.0,1
UC 305 x 305 x 202,341.0,315.0,20.1,31.8,20.0,277.1,237.10000000000002,259.5,1.867,52240.0,3064.0,3530.0,14.1,78.3,16590.0,1053.0,1610.0,7.9,10.7,799.8,3959.0,1.0,1,1.0,1
UC 305 x 305 x 198,339.9,314.5,19.1,31.4,20.0,277.1,237.10000000000002,252.4,1.865,51150.0,3010.0,3459.0,14.1,74.91,16300.0,1036.0,1582.0,8.0,10.5,758.1,3873.0,1.0,1,1.0,1
UC 305 x 305 x 179,333.0,313.0,18.0,28.1,20.0,277.1,237.10000000000002,229.2,1.848,44790.0,2690.0,3072.0,13.9,69.55,14380.0,918.9,1403.0,7.9,9.7,558.3,3337.0,1.0,1,1.0,1
UC 305 x 305 x 158,327.1,311.2,15.8,25.0,20.0,277.1,237.10000000000002,201.4,1.833,39000.0,2384.0,2699.0,13.8,61.16,12570.0,807.9,1232.0,7.8,8.9,393.9,2865.0,1.0,1,1.0,1
UC 305 x 305 x 143,323.0,309.0,14.0,22.9,20.0,277.1,237.10000000000002,183.8,1.82,35020.0,2168.0,2438.0,13.8,54.6,11270.0,729.5,1110.0,7.8,8.3,300.1,2535.0,1.0,1,1.0,1
UC 305 x 305 x 137,320.5,309.2,13.8,21.7,20.0,277.1,237.10000000000002,174.4,1.816,33060.0,2063.0,2315.0,13.7,53.34,10700.0,692.2,1054.0,7.8,8.0,261.3,2386.0,1.0,1,1.0,1
UC 305 x 305 x 129,318.0,308.0,13.1,20.6,20.0,277.1,237.10000000000002,166.6,1.807,31030.0,1951.0,2183.0,13.6,50.63,10040.0,652.0,992.7,7.7,7.7,224.4,2218.0,1.0,1,1.0,1
UC 305 x 305 x 118,314.5,307.4,12.0,18.7,20.0,277.1,237.10000000000002,150.2,1.8,27920.0,1775.0,1976.0,13.5,46.4,9061.0,589.5,897.0,7.7,7.2,170.6,1980.0,1.0,2,1.0,2
UC 305 x 305 x 107,311.0,306.0,10.9,17.0,20.0,277.1,237.10000000000002,137.7,1.79,25050.0,1611.0,1784.0,13.4,42.27,8125.0,531.0,807.5,7.6,6.8,129.8,1754.0,2.0,3,2.0,3
UC 305 x 305 x 97,307.9,305.3,9.9,15.4,20.0,277.1,237.10000000000002,123.4,1.783,22500.0,1461.0,1611.0,13.4,38.55,7309.0,478.8,727.7,7.6,6.4,98.4,1562.0,3.0,3,3.0,3
UC 254 x 254 x 167,289.1,265.2,19.2,31.7,13.0,225.7,199.7,212.9,1.578,30000.0,2075.0,2424.0,11.8,59.11,9870.0,744.3,1137.0,6.8,9.7,627.5,1632.0,1.0,1,1.0,1
UC 254 x 254 x 149,282.0,263.0,17.3,28.4,13.0,225.7,199.7,189.8,1.559,25930.0,1839.0,2129.0,11.6,52.7,8622.0,655.6,1000.0,6.7,8.9,451.9,1384.0,1.0,1,1.0,1
UC 254 x 254 x 132,276.3,261.3,15.3,25.3,13.0,225.7,199.7,168.1,1.545,22530.0,1631.0,1870.0,11.5,46.43,7531.0,576.4,878.4,6.6,8.1,319.2,1184.0,1.0,1,1.0,1
UC 254 x 254 x 115,269.0,259.0,13.5,22.1,13.0,225.7,199.7,146.3,1.525,18940.0,1408.0,1599.0,11.3,40.52,6405.0,494.6,752.8,6.6,7.2,213.8,975.2,1.0,1,1.0,1
UC 254 x 254 x 107,266.7,258.8,12.8,20.5,13.0,225.7,199.7,136.4,1.521,17510.0,1313.0,1485.0,11.3,38.29,5927.0,458.0,697.1,6.5,6.9,172.9,897.4,1.0,1,1.0,1
UC 254 x 254 x 101,264.0,257.0,11.9,19.6,13.0,225.7,199.7,128.9,1.51,16370.0,1240.0,1397.0,11.2,35.63,5549.0,431.8,656.5,6.5,6.6,149.1,828.0,1.0,1,1.0,1
UC 254 x 254 x 89,260.3,256.3,10.3,17.3,13.0,225.7,199.7,113.3,1.503,14270.0,1096.0,1224.0,11.2,30.97,4857.0,379.0,575.3,6.5,6.0,102.6,716.6,1.0,1,1.0,1
UC 254 x 254 x 81,256.0,255.0,9.4,15.6,13.0,225.7,199.7,102.0,1.491,12570.0,982.4,1090.0,11.0,28.1,4313.0,338.3,513.2,6.4,5.5,75.94,622.8,1.0,2,1.0,2
UC 254 x 254 x 73,254.1,254.6,8.6,14.2,13.0,225.7,199.7,93.1,1.487,11410.0,898.4,992.7,11.0,25.77,3907.0,306.9,465.4,6.4,5.2,57.86,561.9,2.0,3,2.0,3
UC 203 x 203 x 100,229.0,210.0,14.5,23.7,10.0,181.2,161.2,126.7,1.252,11320.0,989.1,1148.0,9.4,35.36,3663.0,348.9,532.9,5.3,7.3,208.9,385.4,1.0,1,1.0,1
UC 203 x 203 x 86,222.2,209.1,12.7,20.5,10.0,181.2,161.2,109.6,1.238,9446.0,850.2,976.4,9.2,30.57,3127.0,299.1,456.2,5.3,6.5,136.5,317.6,1.0,1,1.0,1
